Column1,Mouse ID,Timepoint,Tumor Volume (mm3),Metastatic Sites,Drug
0,b128,0,45,0,Capomulin
226,j246,0,45,0,Capomulin
227,r554,0,45,0,Capomulin
228,s185,0,45,0,Capomulin
229,b742,0,45,0,Capomulin
230,x401,0,45,0,Capomulin
231,l509,0,45,0,Capomulin
232,s710,0,45,0,Capomulin
233,r157,0,45,0,Capomulin
234,u364,0,45,0,Capomulin
235,j119,0,45,0,Capomulin
236,v923,0,45,0,Capomulin
237,w914,0,45,0,Capomulin
238,i738,0,45,0,Capomulin
239,r944,0,45,0,Capomulin
240,y793,0,45,0,Capomulin
241,g316,0,45,0,Capomulin
242,g288,0,45,0,Capomulin
243,l897,0,45,0,Capomulin
244,w150,0,45,0,Capomulin
245,t565,0,45,0,Capomulin
246,i557,0,45,0,Capomulin
247,m957,0,45,0,Capomulin
248,f966,0,45,0,Capomulin
249,m601,0,45,0,Capomulin
253,l509,5,45.85119285,0,Capomulin
256,l897,5,45.46224327,0,Capomulin
288,w150,5,39.20212894,0,Capomulin
300,s710,5,43.1809774,0,Capomulin
309,w914,5,45.89372032,0,Capomulin
312,m601,5,41.40859145,1,Capomulin
324,u364,5,45.76088647,1,Capomulin
327,b742,5,41.53409702,0,Capomulin
339,v923,5,45.70443431,0,Capomulin
340,f966,5,38.79647373,0,Capomulin
349,x401,5,45.47375302,0,Capomulin
354,j119,5,45.83899787,0,Capomulin
365,i557,5,42.2616653,0,Capomulin
387,y793,5,41.01991315,0,Capomulin
410,g316,5,44.02275246,0,Capomulin
421,r157,5,45.59706359,0,Capomulin
432,r944,5,45.73714484,0,Capomulin
433,r554,5,45.78174579,1,Capomulin
447,s185,5,43.87849569,0,Capomulin
448,i738,5,45.59568527,0,Capomulin
451,j246,5,45.64143788,0,Capomulin
460,t565,5,45.8956472,0,Capomulin
472,b128,5,45.65133131,0,Capomulin
474,g288,5,45.83939976,0,Capomulin
487,m957,5,45.62238149,1,Capomulin
498,r554,10,39.0054935,2,Capomulin
513,u364,10,46.56841719,2,Capomulin
520,v923,10,39.84822328,0,Capomulin
523,g288,10,46.30400254,1,Capomulin
534,s710,10,43.68802627,0,Capomulin
539,l509,10,46.75907363,0,Capomulin
547,i738,10,43.42101414,0,Capomulin
553,m957,10,46.4145177,1,Capomulin
570,j119,10,46.42536551,0,Capomulin
574,i557,10,42.99207658,0,Capomulin
586,g316,10,44.50204246,0,Capomulin
599,y793,10,41.63001026,1,Capomulin
602,f966,10,35.6244027,0,Capomulin
606,m601,10,36.82536664,1,Capomulin
618,l897,10,46.15473721,0,Capomulin
630,r944,10,46.54429202,0,Capomulin
645,w914,10,43.23196275,0,Capomulin
650,w150,10,39.95234669,0,Capomulin
659,t565,10,46.74900552,0,Capomulin
671,s185,10,37.61494768,0,Capomulin
679,b128,10,43.2708519,0,Capomulin
682,b742,10,41.99922813,0,Capomulin
702,x401,10,39.11389068,0,Capomulin
704,j246,10,46.4083613,0,Capomulin
708,r157,10,46.05960827,0,Capomulin
714,s185,15,38.17723195,0,Capomulin
719,b128,15,43.78489343,0,Capomulin
727,g288,15,42.17230079,1,Capomulin
735,i738,15,37.97877782,0,Capomulin
748,m957,15,39.80445341,1,Capomulin
761,r944,15,47.37342325,0,Capomulin
767,y793,15,42.28366512,1,Capomulin
785,t565,15,44.44094861,0,Capomulin
791,j246,15,43.31265415,0,Capomulin
801,r157,15,46.53920617,0,Capomulin
807,g316,15,45.21674299,0,Capomulin
808,r554,15,35.46375763,2,Capomulin
818,j119,15,47.32298428,0,Capomulin
839,b742,15,39.52484301,0,Capomulin
846,x401,15,39.77625003,0,Capomulin
860,i557,15,43.5298757,0,Capomulin
862,u364,15,47.21219992,2,Capomulin
864,l897,15,44.0615214,0,Capomulin
870,m601,15,35.46461175,1,Capomulin
873,w914,15,43.68844893,0,Capomulin
874,s710,15,41.84523536,0,Capomulin
881,l509,15,47.48859931,1,Capomulin
895,f966,15,32.62300253,0,Capomulin
913,v923,15,40.45798877,0,Capomulin
918,u364,20,40.34394812,2,Capomulin
930,f966,20,30.48598484,0,Capomulin
933,b128,20,42.731552,0,Capomulin
935,b742,20,37.95035546,0,Capomulin
940,r554,20,36.01558858,2,Capomulin
962,m957,20,38.90934919,1,Capomulin
968,s185,20,36.86687576,0,Capomulin
982,l509,20,48.07045162,2,Capomulin
983,w914,20,41.10809233,0,Capomulin
998,l897,20,44.81309343,0,Capomulin
1001,r944,20,43.22567119,1,Capomulin
1009,j119,20,48.15820939,1,Capomulin
1017,g316,20,45.93332219,1,Capomulin
1020,j246,20,44.02037009,0,Capomulin
1025,v923,20,39.64829568,0,Capomulin
1039,t565,20,39.0702138,0,Capomulin
1051,y793,20,40.71642815,2,Capomulin
1052,i557,20,43.96789516,0,Capomulin
1083,g288,20,42.95712001,1,Capomulin
1086,i738,20,38.53113634,0,Capomulin
1089,m601,20,34.2557317,1,Capomulin
1105,s710,20,42.62996266,1,Capomulin
1107,x401,20,36.06583471,0,Capomulin
1118,r944,25,41.08699106,1,Capomulin
1129,s710,25,43.06040875,1,Capomulin
1136,j119,25,42.41716589,1,Capomulin
1145,t565,25,37.34220976,0,Capomulin
1146,l509,25,44.00625702,2,Capomulin
1157,i557,25,44.59621854,0,Capomulin
1162,x401,25,36.61712031,0,Capomulin
1164,l897,25,45.35467916,0,Capomulin
1181,w914,25,40.29191661,0,Capomulin
1185,m601,25,33.11875607,1,Capomulin
1196,s185,25,33.94994037,0,Capomulin
1206,u364,25,35.50361557,2,Capomulin
1224,b742,25,38.61768433,0,Capomulin
1232,v923,25,40.15641269,1,Capomulin
1243,r554,25,33.89334515,3,Capomulin
1246,g288,25,42.36869239,1,Capomulin
1249,g316,25,46.80922469,1,Capomulin
1268,b128,25,43.26214483,1,Capomulin
1269,m957,25,37.69543154,1,Capomulin
1276,j246,25,44.55522595,0,Capomulin
1287,i738,25,34.97343761,0,Capomulin
1292,y793,25,38.9927339,2,Capomulin
1300,v923,30,40.75221626,2,Capomulin
1308,b742,30,39.1679495,0,Capomulin
1309,i557,30,45.26138381,0,Capomulin
1310,u364,30,35.9783344,2,Capomulin
1311,g316,30,44.22147988,2,Capomulin
1340,r554,30,32.68065459,3,Capomulin
1354,j246,30,38.04408202,1,Capomulin
1356,w914,30,40.99311013,0,Capomulin
1359,m601,30,31.75827491,1,Capomulin
1366,x401,30,32.91529186,0,Capomulin
1377,s185,30,32.95967078,1,Capomulin
1390,l897,30,39.35279201,1,Capomulin
1392,g288,30,42.87446056,1,Capomulin
1400,b128,30,40.60533486,1,Capomulin
1403,m957,30,38.21247939,1,Capomulin
1412,r944,30,41.68079111,1,Capomulin
1414,l509,30,44.70805473,2,Capomulin
1440,t565,30,32.86891617,0,Capomulin
1441,j119,30,43.01368114,1,Capomulin
1448,s710,30,43.57170323,1,Capomulin
1451,i738,30,35.57877987,1,Capomulin
1464,y793,30,35.72602314,2,Capomulin
1468,l897,35,37.68276664,1,Capomulin
1479,s185,35,28.32853059,1,Capomulin
1494,w914,35,41.66491577,1,Capomulin
1497,j246,35,38.75326548,1,Capomulin
1499,l509,35,40.2072885,2,Capomulin
1505,i738,35,36.17595269,1,Capomulin
1512,m601,35,30.83435704,1,Capomulin
1517,x401,35,30.20682488,0,Capomulin
1523,t565,35,33.51567063,0,Capomulin
1534,r554,35,33.06933705,3,Capomulin
1540,g288,35,38.95411458,1,Capomulin
1547,b128,35,37.96764437,1,Capomulin
1556,r944,35,40.40176542,2,Capomulin
1558,g316,35,44.70283296,2,Capomulin
1564,y793,35,36.3278696,2,Capomulin
1565,u364,35,35.45948978,2,Capomulin
1573,i557,35,45.94194901,0,Capomulin
1599,j119,35,43.76570537,1,Capomulin
1607,s710,35,44.16051879,1,Capomulin
1613,m957,35,32.56283914,1,Capomulin
1614,b742,35,39.84757556,0,Capomulin
1616,v923,35,41.43924156,2,Capomulin
1629,b128,40,38.3797259,2,Capomulin
1650,r944,40,41.0420449,2,Capomulin
1652,s185,40,25.47214326,1,Capomulin
1656,m601,40,31.3780453,1,Capomulin
1657,t565,40,33.94934131,0,Capomulin
1666,s710,40,40.17192011,1,Capomulin
1673,j119,40,44.5850896,1,Capomulin
1676,b742,40,38.2556274,0,Capomulin
1683,v923,40,42.1510148,2,Capomulin
1704,u364,40,36.02413752,2,Capomulin
1706,m957,40,32.94761484,1,Capomulin
1711,y793,40,31.47541076,2,Capomulin
1712,i557,40,46.82106972,1,Capomulin
1715,g316,40,45.56582103,2,Capomulin
1723,l509,40,40.77081259,2,Capomulin
1732,w914,40,35.61130861,2,Capomulin
1734,r554,40,31.80484133,3,Capomulin
1738,i738,40,36.84389799,2,Capomulin
1741,x401,40,28.16739732,0,Capomulin
1749,l897,40,38.34390154,1,Capomulin
1758,g288,40,36.35685121,1,Capomulin
1764,b128,45,38.98287774,2,Capomulin
1769,t565,45,34.45529799,0,Capomulin
1771,l509,45,41.48300765,3,Capomulin
1777,g288,45,37.07402422,1,Capomulin
1788,r554,45,32.37735684,3,Capomulin
1791,g316,45,40.1592203,2,Capomulin
1797,y793,45,31.8962384,2,Capomulin
1800,m957,45,33.32909778,1,Capomulin
1817,l897,45,38.84687569,1,Capomulin
1821,v923,45,40.65812366,2,Capomulin
1829,b742,45,38.93963263,0,Capomulin
1838,w914,45,36.04104736,2,Capomulin
1843,m601,45,28.43096411,1,Capomulin
1846,x401,45,28.48403281,0,Capomulin
1849,s185,45,23.34359787,1,Capomulin
1850,i738,45,37.31184577,2,Capomulin
1854,s710,45,40.72857787,1,Capomulin
1859,j119,45,38.1251644,1,Capomulin
1878,i557,45,47.68596303,1,Capomulin
1888,r944,45,41.58152074,2,Capomulin
1889,u364,45,31.02392294,3,Capomulin
170,x822,0,45,0,Ceftamin
171,l558,0,45,0,Ceftamin
172,l733,0,45,0,Ceftamin
173,f436,0,45,0,Ceftamin
174,l490,0,45,0,Ceftamin
175,b759,0,45,0,Ceftamin
176,l471,0,45,0,Ceftamin
177,y865,0,45,0,Ceftamin
178,y769,0,45,0,Ceftamin
179,l661,0,45,0,Ceftamin
180,j296,0,45,0,Ceftamin
181,u149,0,45,0,Ceftamin
182,u153,0,45,0,Ceftamin
183,w151,0,45,0,Ceftamin
184,h531,0,45,0,Ceftamin
194,b447,0,45,0,Ceftamin
195,k210,0,45,0,Ceftamin
196,a275,0,45,0,Ceftamin
197,x581,0,45,0,Ceftamin
217,x226,0,45,0,Ceftamin
218,p438,0,45,0,Ceftamin
219,b487,0,45,0,Ceftamin
220,o287,0,45,0,Ceftamin
221,q483,0,45,0,Ceftamin
222,t573,0,45,0,Ceftamin
250,a275,5,46.79525728,0,Ceftamin
252,x822,5,45.67110442,1,Ceftamin
257,l558,5,45.80908882,0,Ceftamin
264,u149,5,45.79206792,0,Ceftamin
265,k210,5,47.91899771,0,Ceftamin
268,x581,5,47.1969266,0,Ceftamin
274,q483,5,46.77681624,1,Ceftamin
279,y865,5,46.73500592,1,Ceftamin
282,y769,5,46.42265176,1,Ceftamin
291,l661,5,46.26879904,0,Ceftamin
294,l471,5,46.25187204,0,Ceftamin
297,f436,5,46.37079759,1,Ceftamin
303,l490,5,45.61253918,1,Ceftamin
304,b759,5,48.00919049,0,Ceftamin
311,l733,5,46.17422627,0,Ceftamin
313,b487,5,46.21397739,0,Ceftamin
314,o287,5,45.58680362,0,Ceftamin
355,p438,5,46.82793418,0,Ceftamin
463,h531,5,47.7846818,0,Ceftamin
465,w151,5,45.54607595,1,Ceftamin
469,j296,5,46.79925591,1,Ceftamin
526,j296,10,48.52997762,2,Ceftamin
528,b759,10,49.13335499,0,Ceftamin
529,l490,10,47.25960594,1,Ceftamin
536,f436,10,48.14697758,2,Ceftamin
538,l733,10,48.35495154,0,Ceftamin
544,l558,10,46.78453491,0,Ceftamin
551,l661,10,49.68361956,0,Ceftamin
555,w151,10,46.50147609,1,Ceftamin
556,y769,10,48.01516261,1,Ceftamin
557,y865,10,49.52273955,1,Ceftamin
560,l471,10,48.18206306,0,Ceftamin
564,x822,10,48.98371668,1,Ceftamin
567,b487,10,47.6643871,0,Ceftamin
571,p438,10,50.51749789,0,Ceftamin
583,o287,10,47.36020084,1,Ceftamin
587,u149,10,47.40483439,0,Ceftamin
589,k210,10,49.37993231,0,Ceftamin
591,a275,10,47.37134328,0,Ceftamin
596,x581,10,49.06702788,1,Ceftamin
600,q483,10,47.8391005,1,Ceftamin
712,l661,15,50.94754484,1,Ceftamin
713,y769,15,52.76102114,2,Ceftamin
716,y865,15,50.80651856,1,Ceftamin
749,w151,15,47.24292865,1,Ceftamin
751,j296,15,50.70127959,2,Ceftamin
814,p438,15,52.19836818,0,Ceftamin
816,b487,15,51.68325586,0,Ceftamin
822,o287,15,48.67945261,1,Ceftamin
825,q483,15,48.4684826,1,Ceftamin
831,x581,15,49.74642744,2,Ceftamin
834,a275,15,49.73440359,0,Ceftamin
841,k210,15,51.07355752,0,Ceftamin
882,f436,15,48.72207785,2,Ceftamin
883,u149,15,48.52237343,0,Ceftamin
884,b759,15,51.58779906,0,Ceftamin
892,l490,15,50.52481268,1,Ceftamin
894,l733,15,49.28519504,0,Ceftamin
906,x822,15,49.69466533,1,Ceftamin
908,l471,15,49.40687901,0,Ceftamin
955,k210,20,51.99761855,0,Ceftamin
956,u149,20,50.37805789,0,Ceftamin
960,x822,20,51.91490968,2,Ceftamin
964,l733,20,53.24431157,1,Ceftamin
966,w151,20,49.55426295,2,Ceftamin
972,y769,20,55.02572434,2,Ceftamin
973,l471,20,52.22832698,0,Ceftamin
974,l661,20,52.61749003,1,Ceftamin
977,b759,20,54.44303502,0,Ceftamin
980,j296,20,54.00534209,3,Ceftamin
981,l490,20,51.90544699,1,Ceftamin
986,a275,20,50.51343652,1,Ceftamin
987,x581,20,51.20796943,3,Ceftamin
1002,p438,20,52.90529861,0,Ceftamin
1004,y865,20,52.36198241,1,Ceftamin
1008,q483,20,50.2398558,1,Ceftamin
1015,b487,20,53.42766344,0,Ceftamin
1019,o287,20,50.85614078,2,Ceftamin
1113,u149,25,52.92534846,0,Ceftamin
1117,l471,25,52.84755893,1,Ceftamin
1123,y865,25,57.17353846,2,Ceftamin
1131,k210,25,54.61397279,0,Ceftamin
1132,p438,25,54.51057493,0,Ceftamin
1133,x581,25,51.93528318,3,Ceftamin
1137,l490,25,55.81003359,2,Ceftamin
1138,q483,25,52.43006649,1,Ceftamin
1139,a275,25,53.57606417,1,Ceftamin
1141,l733,25,54.95166826,1,Ceftamin
1142,o287,25,52.06848642,3,Ceftamin
1149,b759,25,55.08363235,0,Ceftamin
1150,b487,25,56.05774909,1,Ceftamin
1155,x822,25,54.04133326,2,Ceftamin
1233,y769,25,58.33595901,3,Ceftamin
1239,w151,25,51.8690587,2,Ceftamin
1273,j296,25,55.76714817,3,Ceftamin
1285,l661,25,53.18065678,2,Ceftamin
1405,b759,30,55.74282869,1,Ceftamin
1408,w151,30,56.76715821,2,Ceftamin
1410,o287,30,54.50300122,3,Ceftamin
1415,a275,30,54.44471317,2,Ceftamin
1418,l471,30,58.09360446,1,Ceftamin
1420,p438,30,56.40642173,0,Ceftamin
1421,j296,30,56.80306121,3,Ceftamin
1424,l733,30,56.31906537,1,Ceftamin
1433,x581,30,55.49282602,3,Ceftamin
1435,l490,30,57.91838132,3,Ceftamin
1439,q483,30,54.95222585,1,Ceftamin
1442,l661,30,55.32909936,2,Ceftamin
1444,x822,30,55.44515483,2,Ceftamin
1445,k210,30,59.98950976,1,Ceftamin
1456,y769,30,61.07194886,3,Ceftamin
1460,y865,30,59.0332753,3,Ceftamin
1473,x822,35,56.79656665,2,Ceftamin
1476,l733,35,57.60079774,1,Ceftamin
1487,w151,35,58.33914095,2,Ceftamin
